tweet_id,favourit_count,retweet_count
844979544864018432,13939,2661
844973813909606400,15466,3330
844580511645339650,16882,3254
844223788422217728,13963,2288
843981021012017153,15521,3049
843856843873095681,21973,4805
843604394117681152,17303,2866
843235543001513987,22069,6282
842846295480000512,15631,3765
842765311967449089,6925,1333
842535590457499648,18574,3642
842163532590374912,25124,6037
842115215311396866,14363,3169
841833993020538882,0,15929
841680585030541313,26355,8091
841439858740625411,12985,3838
841320156043304961,20332,5695
841314665196081154,16264,4881
841077006473256960,23502,5526
840761248237133825,0,1834
840728873075638272,0,16854
840698636975636481,181,2
840696689258311684,12636,1025
840632337062862849,9236,1834
840370681858686976,16936,4748
840268004936019968,19822,5984
839990271299457024,13809,2398
839549326359670784,28281,8126
839290600511926273,0,148
839239871831150596,28005,6838
838952994649550848,20211,4165
838921590096166913,11502,2164
838916489579200512,0,36
838831947270979586,0,11561
838561493054533637,11260,1385
838476387338051585,23251,5035
838201503651401729,0,10540
838150277551247360,1730,348
838085839343206401,145,1
838083903487373313,18153,3310
837820167694528512,35233,8234
837482249356513284,3956,461
837471256429613056,13192,2383
837110210464448512,16552,2498
836989968035819520,13113,2410
836753516572119041,19897,4852
836677758902222849,13011,2330
836648853927522308,0,574
836397794269200385,0,29084
836380477523124226,15233,3120
836260088725786625,21970,4495
836001077879255040,19717,4493
835685285446955009,0,8544
835574547218894849,18382,3802
835536468978302976,0,1794
835309094223372289,0,22092
835297930240217089,16979,3156
835264098648616962,7979,1794
835246439529840640,2165,74
835172783151792128,27012,6035
835152434251116546,23207,3181
834931633769889797,11183,1733
834786237630337024,21951,5790
834574053763584002,14137,2667
834477809192075265,0,11242
834458053273591808,9945,1771
834209720923721728,21308,5019
834167344700198914,16323,3836
834089966724603904,10392,2243
834086379323871233,13508,2326
833863086058651648,13879,2522
833826103416520705,18639,3939
833732339549220864,0,227
833722901757046785,21470,3387
833479644947025920,15360,2159
833124694597443584,20913,5090
832998151111966721,13761,2329
832769181346996225,0,39
832757312314028032,17409,3813
832682457690300417,12307,3084
832645525019123713,3029,549
832636094638288896,16414,2931
832397543355072512,12357,2339
832369877331693569,17786,3356
832273440279240704,11718,2460
832215909146226688,0,6534
832215726631055365,0,9874
832088576586297345,67,2
832040443403784192,0,10213
832032802820481025,18495,4909
831939777352105988,24849,6464
831926988323639298,352,35
831911600680497154,28663,6881
831670449226514432,10825,1912
831650051525054464,7440,2054
831552930092285952,9311,2421
831322785565769729,9575,1621
831315979191906304,6769,1181
831309418084069378,12176,2584
831262627380748289,12353,2157
830956169170665475,8268,1576
830583320585068544,69385,17758
830173239259324417,0,6015
830097400375152640,10189,3160
829878982036299777,0,5324
829861396166877184,12693,2073
829501995190984704,32965,11242
829449946868879360,10869,2141
829141528400556032,25369,7819
829011960981237760,55083,17181
828801551087042563,0,3590
828770345708580865,26546,6204
828708714936930305,37996,11888
828650029636317184,9881,1424
828409743546925057,6571,1219
828408677031882754,7974,1368
828381636999917570,13122,2355
828376505180889089,7674,1133
828372645993398273,13051,3130
828361771580813312,2287,179
828046555563323392,12221,3030
828011680017821696,10763,2275
827933404142436356,20913,5537
827653905312006145,16079,3185
827600520311402496,7697,1005
827324948884643840,16476,3245
827199976799354881,10994,2374
826958653328592898,22438,5324
826848821049180160,37905,10843
826615380357632002,0,4186
826598799820865537,5307,266
826598365270007810,10464,2489
826476773533745153,19180,4461
826240494070030336,13811,2749
826204788643753985,5073,982
826115272272650244,16308,3328
825876512159186944,10887,1991
825829644528148480,13265,2643
825535076884762624,54339,18282
825147591692263424,19074,4840
825120256414846976,0,1360
825026590719483904,6601,1360
824796380199809024,0,5839
824775126675836928,15578,3742
824663926340194305,10508,1846
824325613288833024,12305,11079
824297048279236611,15709,4104
824025158776213504,4987,626
823939628516474880,11091,2889
823719002937630720,0,11921
823699002998870016,14513,2670
823581115634085888,13588,2815
823333489516937216,730,26
823322678127919110,16422,4275
823269594223824897,0,10480
822975315408461824,18035,3668
822872901745569793,137778,46589
822859134160621569,13819,2435
822647212903690241,0,6826
822610361945911296,15433,3154
822489057087389700,18959,6826
822462944365645825,29592,15543
822244816520155136,36549,10480
822163064745328640,0,5112
821886076407029760,11836,2487
821813639212650496,0,3564
821765923262631936,8785,1764
821522889702862852,8384,1892
821421320206483457,0,5969
821407182352777218,12308,4631
821153421864615936,265,10
821149554670182400,9093,2145
821107785811234820,10025,2266
821044531881721856,13225,2442
820837357901512704,0,7155
820749716845686786,32947,10540
820690176645140481,12755,3440
820494788566847489,0,604
820446719150292993,0,2758
820314633777061888,3490,604
820078625395449857,20706,6699
820013781606658049,0,1266
819952236453363712,5569,1266
819924195358416896,13473,5171
819711362133872643,14058,3343
819588359383371776,10034,2104
819347104292290561,7547,1283
819238181065359361,2390,429
819227688460238848,24147,7155
819015337530290176,0,39320
819015331746349057,0,20248
819006400881917954,47328,20248
819004803107983360,90816,39320
818646164899774465,0,22324
818627210458333184,23390,8020
818614493328580609,10313,2755
818588835076603904,0,6567
818536468981415936,11414,2640
818307523543449600,0,8688
818259473185828864,11538,2440
818145370475810820,12842,2769
817908911860748288,5079,845
817827839487737858,54239,29084
817777686764523521,11225,2863
817536400337801217,12354,3249
817502432452313088,0,3625
817423860136083457,35690,15929
817415592588222464,5873,1030
817181837579653120,0,9076
817171292965273600,9151,2154
817120970343411712,12777,2796
817056546584727552,8993,1760
816829038950027264,0,5028
816816676327063552,10509,2174
816697700272001025,10266,2351
816450570814898180,32011,8688
816336735214911488,9021,2085
816091915477250048,9376,2310
816062466425819140,0,1112
816014286006976512,0,5669
815990720817401858,5224,1112
815966073409433600,23501,9076
815745968457060357,0,4421
815736392542261248,10318,2430
815639385530101762,8624,1756
815390420867969024,10867,4076
814986499976527872,8022,1377
814638523311648768,11815,2904
814578408554463233,0,6211
814530161257443328,9070,1985
814153002265309185,30222,9283
813944609378369540,0,3416
813910438903693312,9764,2001
813812741911748608,38216,14973
813800681631023104,8770,1883
813217897535406080,19593,7841
813202720496779264,9659,1931
813187593374461952,20857,4675
813172488309972993,9778,2053
813157409116065792,8148,2379
813142292504645637,8871,2526
813130366689148928,4696,477
813127251579564032,12443,3358
813112105746448384,10833,2953
813096984823349248,11061,3859
813081950185472002,10377,2965
813066809284972545,8371,2087
813051746834595840,22014,7860
812781120811126785,7975,2050
812709060537683968,6957,1531
812503143955202048,6387,1309
812466873996607488,8394,2069
812372279581671427,14385,3941
811985624773361665,7631,1510
811744202451197953,7932,1713
811647686436880384,5878,798
811627233043480576,13436,3335
811386762094317568,21970,6840
810984652412424192,5610,1544
810896069567610880,9508,1912
810657578271330305,11531,2841
810284430598270976,37181,12206
810254108431155201,15441,3590
809920764300447744,16285,4186
809808892968534016,0,5248
809448704142938112,7295,1574
809220051211603969,20964,6015
809084759137812480,13909,3777
808838249661788160,10632,3273
808733504066486276,8317,2323
808501579447930884,11874,2787
808344865868283904,44757,22324
808134635716833280,0,6367
808106460588765185,9221,2367
808001312164028416,13226,3812
807621403335917568,15324,3936
807106840509214720,124863,59734
807059379405148160,0,7852
807010152071229440,13743,4119
806629075125202948,78913,37318
806620845233815552,0,5940
806576416489959424,5117,2071
806542213899489280,10758,2528
806242860592926720,0,12535
806219024703037440,6773,1281
805958939288408065,0,5780
805932879469572096,8712,2059
805826884734976000,6927,1970
805823200554876929,0,8640
805520635690676224,6059,1773
805487436403003392,9261,2725
805207613751304193,8209,1831
804738756058218496,14434,4123
804475857670639616,6459,2153
804413760345620481,0,3468
804026241225523202,46952,17422
803773340896923648,10578,2966
803692223237865472,0,7981
803638050916102144,11556,4422
803380650405482500,8166,1995
803321560782307329,0,5702
803276597545603072,10567,2643
802952499103731712,9524,2156
802624713319034886,0,3133
802600418706604034,7489,1582
802572683846291456,9427,2686
802323869084381190,17084,6263
802265048156610565,6958,1464
802239329049477120,9553,2815
802185808107208704,0,285
801958328846974976,8142,1839
801854953262350336,1860,250
801538201127157760,8637,2207
801285448605831168,6372,892
801167903437357056,25834,6367
801127390143516673,0,4254
801115127852503040,8518,2255
800859414831898624,725,101
800855607700029440,0,1748
800751577355128832,11086,2980
800513324630806528,13844,3234
800459316964663297,9994,2317
800443802682937345,0,4634
800388270626521089,11755,3018
800188575492947969,0,4244
800141422401830912,16143,2758
800018252395122689,29937,14170
799774291445383169,0,5022
799757965289017345,8850,2328
799422933579902976,8487,2059
799308762079035393,0,5925
799297110730567681,10434,2970
799063482566066176,8510,2653
798933969379225600,13832,4806
798925684722855936,7855,1527
798705661114773508,0,7100
798701998996647937,0,8363
798697898615730177,0,6981
798694562394996736,0,5316
798686750113755136,0,2489
798682547630837760,0,5059
798673117451325440,0,5951
798665375516884993,0,4185
798644042770751489,0,1988
798628517273620480,0,2113
798585098161549313,0,6140
798576900688019456,0,6278
798340744599797760,0,3606
798209839306514432,10943,2742
797971864723324932,12269,3373
797545162159308800,15321,5207
797236660651966464,21040,7142
797165961484890113,238,28
796904159865868288,0,9549
796865951799083009,8094,2043
796759840936919040,12500,3284
796563435802726400,0,7831
796484825502875648,8002,1892
796387464403357696,11598,4482
796177847564038144,0,15395
796149749086875649,34062,15395
796125600683540480,5215,1920
796116448414461957,9612,2594
796080075804475393,8923,2490
796031486298386433,11413,3963
795464331001561088,52464,25602
795400264262053889,10638,3093
795076730285391872,17103,5839
794983741416415232,0,3632
794926597468000259,10837,2474
794355576146903043,0,11054
794332329137291264,10094,2857
794205286408003585,9716,3557
793962221541933056,17724,5248
793845145112371200,9721,2014
793614319594401792,0,3350
793601777308463104,8417,1749
793500921481273345,11277,2557
793286476301799424,25927,9874
793271401113350145,9137,2556
793256262322548741,21093,8973
793241302385262592,11089,3523
793226087023144960,10376,3082
793210959003287553,9424,3011
793195938047070209,16121,6052
793180763617361921,7321,2140
793165685325201412,9932,2987
793150605191548928,6517,1820
793135492858580992,6809,2676
793120401413079041,13387,4205
792913359805018113,15118,4300
792883833364439040,11926,4601
792773781206999040,7747,1800
792394556390137856,14162,4608
792050063153438720,7557,1940
791821351946420224,0,22599
791784077045166082,0,10340
791780927877898241,0,4100
791774931465953280,47586,23857
791672322847637504,12381,3350
791406955684368384,13824,4421
791312159183634433,9263,2727
791026214425268224,0,4423
790987426131050500,10401,2296
790946055508652032,17523,5028
790723298204217344,0,2482
790698755171364864,8644,2056
790581949425475584,21781,7725
790337589677002753,8238,2001
790277117346975746,13228,3415
790227638568808452,0,3830
789986466051088384,9734,2482
789960241177853952,0,4431
789903600034189313,10917,4425
789628658055020548,7906,1910
789599242079838210,7123,2071
789530877013393408,12410,3632
789314372632018944,9080,2476
789280767834746880,0,5303
789268448748703744,9606,2781
789137962068021249,10215,3000
788908386943430656,28865,13295
788765914992902144,28878,11054
788552643979468800,0,7730
788412144018661376,16390,5678
788178268662984705,7610,2268
788150585577050112,6463,1400
788070120937619456,0,3662
788039637453406209,6468,1415
787810552592695296,9131,3286
787717603741622272,10766,2990
787397959788929025,11423,3038
787322443945877504,8206,1877
787111942498508800,0,7234
786963064373534720,27993,8543
786729988674449408,0,2570
786709082849828864,19161,6534
786664955043049472,11196,2738
786595970293370880,9906,3330
786363235746385920,11458,3757
786286427768250368,8382,3063
786233965241827333,16075,5112
786051337297522688,1502,165
786036967502913536,0,7561
785927819176054784,11964,3390
785872687017132033,7027,1951
785639753186217984,8219,2379
785533386513321988,9572,2142
785515384317313025,6408,1350
785264754247995392,7642,1751
785170936622350336,12681,5196
784826020293709826,10640,3468
784517518371221505,9414,2717
784431430411685888,5988,1377
784183165795655680,21149,8640
784057939640352768,31377,11921
783839966405230592,31534,11561
783821107061198850,7725,2096
783695101801398276,10963,3449
783466772167098368,8879,2404
783391753726550016,17716,5888
783347506784731136,0,5987
783334639985389568,30661,12534
783085703974514689,8551,2369
782969140009107456,25322,7852
782747134529531904,7848,1500
782722598790725632,18140,5781
782598640137187329,8170,2008
782305867769217024,17488,5969
782021823840026624,0,6639
781955203444699136,11671,3592
781661882474196992,10954,2891
781655249211752448,4197,1197
781524693396357120,21781,5940
781308096455073793,7477,2719
781251288990355457,8846,2233
781163403222056960,10271,2924
780931614150983680,22677,7831
780858289093574656,7545,2138
780800785462489090,5769,1390
780601303617732608,12695,3564
780543529827336192,6610,1847
780496263422808064,0,3948
780476555013349377,0,122
780459368902959104,5550,1146
780192070812196864,9106,2387
780092040432480260,0,2453
780074436359819264,12815,5333
779834332596887552,19875,7561
779377524342161408,9240,3335
779124354206535695,0,19663
779123168116150273,12383,3906
779056095788752897,15509,4831
778990705243029504,20953,7727
778774459159379968,0,10617
778764940568104960,903,387
778748913645780993,7219,1410
778650543019483137,6043,1604
778624900596654080,4858,1075
778408200802557953,14303,4633
778396591732486144,0,13038
778383385161035776,6127,1176
778286810187399168,10889,3511
778039087836069888,8880,2804
778027034220126208,6860,1724
777953400541634568,0,3765
777885040357281792,6655,1748
777684233540206592,11760,3133
777641927919427584,0,4517
777621514455814149,9169,2651
777189768882946048,14981,4602
776819012571455488,0,14670
776813020089548800,5107,1296
776477788987613185,9254,2971
776249906839351296,0,9728
776218204058357768,31386,17025
776201521193218049,10052,2685
776113305656188928,12284,4634
776088319444877312,1919,161
775898661951791106,0,17509
775842724423557120,12260,2842
775733305207554048,14496,4254
775729183532220416,13533,4873
775364825476165632,7764,3166
775350846108426240,10627,4150
775085132600442880,16270,5022
774757898236878852,8964,1890
774639387460112384,7026,1840
774314403806253056,22786,5925
773985732834758656,11213,4130
773922284943896577,6688,1842
773704687002451968,6903,1727
773670353721753600,5564,1384
773547596996571136,23100,6567
773336787167145985,0,5409
773308824254029826,24317,7934
773247561583001600,9846,3434
773191612633579521,10444,4384
772877495989305348,8955,4119
772826264096874500,8377,2485
772615324260794368,0,3583
772581559778025472,6778,1793
772193107915964416,6312,1478
772152991789019136,3963,1188
772117678702071809,3932,783
772114945936949249,2837,500
772102971039580160,4190,988
771908950375665664,6867,2010
771770456517009408,12530,3606
771500966810099713,8635,2788
771380798096281600,10973,5409
771171053431250945,0,8029
771136648247640064,9563,3103
771102124360998913,6522,1522
771014301343748096,7167,1748
771004394259247104,0,229
770787852854652928,5157,1285
770772759874076672,5412,1502
770655142660169732,7642,1856
770414278348247044,6580,2204
770293558247038976,6505,1587
770093767776997377,0,3232
770069151037685760,7903,2432
769940425801170949,32770,10213
769695466921623552,6672,1755
769335591808995329,0,8158
769212283578875904,5639,1824
768970937022709760,15038,6937
768909767477751808,0,2848
768855141948723200,4385,945
768609597686943744,4295,1278
768596291618299904,5240,1355
768554158521745409,0,6185
768473857036525572,14228,3635
768193404517830656,11375,3765
767884188863397888,4967,1476
767754930266464257,16723,5702
767500508068192258,7808,2477
767191397493538821,12804,4017
767122157629476866,10566,3020
766864461642756096,0,5986
766793450729734144,5297,1437
766714921925144576,2718,408
766693177336135680,4196,840
766423258543644672,6283,1690
766313316352462849,7071,1997
766078092750233600,0,2753
766069199026450432,4439,905
766008592277377025,3912,524
765719909049503744,7538,2264
765669560888528897,5422,1288
765395769549590528,27606,3600
765371061932261376,7387,2290
765222098633691136,12099,3583
764857477905154048,6707,1877
764259802650378240,6291,1603
763956972077010945,776,58
763837565564780549,13123,4423
763183847194451968,5613,1560
763167063695355904,0,3189
763103485927849985,7672,2419
762699858130116608,12679,3830
762471784394268675,11737,6837
762464539388485633,10728,4431
762316489655476224,5000,1189
762035686371364864,33282,16525
761976711479193600,5615,2136
761750502866649088,0,4160
761745352076779520,4438,906
761672994376806400,51590,30747
761599872357261312,4291,1246
761371037149827077,0,19048
761334018830917632,5416,1534
761292947749015552,4647,1159
761227390836215808,5523,1646
761004547850530816,11794,3662
760893934457552897,3970,1027
760656994973933572,6890,2025
760641137271070720,5157,1363
760539183865880579,7898,3832
760521673607086080,4400,1475
760290219849637889,27914,12154
760252756032651264,4107,915
760190180481531904,5931,1909
760153949710192640,0,32
759943073749200896,6168,2203
759923798737051648,15247,5986
759846353224826880,6979,2092
759793422261743616,6203,2010
759566828574212096,0,22316
759557299618865152,4882,1241
759447681597108224,8837,2570
759446261539934208,1733,514
759197388317847553,6302,2061
759159934323924993,0,1230
759099523532779520,15098,4404
759047813560868866,6758,2138
758854675097526272,3689,945
758828659922702336,11621,4059
758740312047005698,5953,1702
758474966123810816,3966,1051
758467244762497024,4985,2350
758405701903519748,5402,2036
758355060040593408,3550,1150
758099635764359168,19921,10617
758041019896193024,2808,395
757741869644341248,7150,3436
757729163776290825,0,8554
757725642876129280,4709,1283
757611664640446465,4744,1173
757597904299253760,0,310
757596066325864448,4506,1117
757400162377592832,15743,7224
757393109802180609,6054,1838
757354760399941633,4697,1505
756998049151549440,6530,2098
756939218950160384,6898,2121
756651752796094464,5253,1377
756526248105566208,10808,3809
756303284449767430,4098,1148
756288534030475264,44492,18409
756275833623502848,6665,1607
755955933503782912,7614,3055
755206590534418437,17084,5669
755110668769038337,22054,11705
754874841593970688,0,8435
754856583969079297,7146,2668
754747087846248448,2672,549
754482103782404096,5511,2060
754449512966619136,3892,767
754120377874386944,8157,2470
753655901052166144,6059,2282
753420520834629632,8230,3763
753398408988139520,5988,2027
753375668877008896,7923,2453
753298634498793472,0,6061
753294487569522689,3508,1104
753039830821511168,38548,22092
753026973505581056,4051,1029
752932432744185856,13113,7234
752917284578922496,7156,1662
752701944171524096,0,3053
752682090207055872,6206,1691
752660715232722944,4560,1655
752568224206688256,5731,2411
752519690950500352,7645,3644
752334515931054080,3950,1166
752309394570878976,0,17554
752173152931807232,6168,1936
751950017322246144,3183,981
751937170840121344,5390,1417
751830394383790080,6009,2057
751793661361422336,6070,3056
751598357617971201,8188,3200
751583847268179968,4554,1164
751538714308972544,5224,1332
751456908746354688,3315,1055
751251247299190784,12965,6185
751205363882532864,6543,1930
751132876104687617,5246,1369
750868782890057730,4955,1454
750719632563142656,13673,5303
750506206503038976,4603,1196
750429297815552001,13639,4517
750383411068534784,4719,1197
750381685133418496,717,29
750147208377409536,3225,1010
750132105863102464,3764,1351
750117059602808832,4489,1370
750101899009982464,3151,890
750086836815486976,2249,568
750071704093859840,8157,3523
750056684286914561,3259,946
750041628174217216,3289,651
750026558547456000,2805,827
750011400160841729,3353,955
749996283729883136,3162,851
749981277374128128,5295,2589
749774190421639168,4826,1379
749417653287129088,6323,1746
749403093750648834,2716,566
749395845976588288,8888,3641
749317047558017024,5672,2331
749075273010798592,5956,2171
749064354620928000,4955,1593
749036806121881602,3212,826
748977405889503236,11115,3577
748932637671223296,6033,2381
748705597323898880,2860,996
748699167502000129,4897,1676
748692773788876800,4386,1396
748575535303884801,6276,2086
748568946752774144,2261,702
748346686624440324,5392,1295
748337862848962560,7931,4324
748324050481647620,3814,799
748307329658011649,3787,744
748220828303695873,14626,8185
747963614829678593,5971,2246
747933425676525569,6839,2673
747885874273214464,3047,1031
747844099428986880,2903,783
747816857231626240,5004,1216
747651430853525504,1428,161
747648653817413632,13338,6125
747600769478692864,2397,579
747594051852075008,3807,1105
747512671126323200,5711,1662
747461612269887489,3996,1080
747439450712596480,5610,2015
747242308580548608,0,3015
747219827526344708,5465,1651
747204161125646336,3492,960
747103485104099331,9893,4188
746906459439529985,2992,310
746872823977771008,6194,2253
746818907684614144,5470,1809
746790600704425984,5028,1669
746757706116112384,9888,4100
746726898085036033,6234,1877
746542875601690625,5202,1959
746521445350707200,0,1026
746507379341139972,4788,1136
746369468511756288,6372,1713
746131877086527488,7136,2316
746056683365994496,3661,851
745789745784041472,4154,1118
745712589599014916,7210,2435
745433870967832576,7311,2660
745422732645535745,8859,2546
745314880350101504,7402,2905
745074613265149952,8080,3688
745057283344719872,7468,2386
744995568523612160,3057,649
744971049620602880,8135,2823
744709971296780288,5778,1634
744334592493166593,6990,2235
744234799360020481,161577,81918
744223424764059648,1732,386
743980027717509120,4296,1142
743895849529389061,3752,1000
743835915802583040,0,2181
743609206067040256,4623,1445
743595368194129920,19008,6874
743545585370791937,3639,981
743510151680958465,8164,3872
743253157753532416,4357,1275
743222593470234624,6387,1985
743210557239623680,3964,1426
742534281772302336,7264,3708
742528092657332225,4562,2077
742465774154047488,7480,4065
742423170473463808,10119,3948
742385895052087300,7016,2077
742161199639494656,4476,1444
742150209887731712,5289,1622
741793263812808706,4683,1575
741743634094141440,8426,2893
741438259667034112,3777,868
741303864243200000,9050,3374
741099773336379392,10319,5793
741067306818797568,9755,3232
740995100998766593,6569,2892
740711788199743490,3514,975
740699697422163968,2918,816
740676976021798912,18717,7100
740373189193256964,35880,13883
740365076218183684,2541,451
740359016048689152,3393,892
740214038584557568,6886,2058
739979191639244800,20575,6185
739932936087216128,4172,1126
739844404073074688,3913,893
739623569819336705,3900,1420
739606147276148736,5523,1726
739544079319588864,40819,22316
739485634323156992,7375,3055
739238157791694849,119412,60642
738891149612572673,112,6
738885046782832640,3878,1193
738883359779196928,3411,841
738537504001953792,5241,1625
738402415918125056,3333,874
738184450748633089,4436,1255
738166403467907072,9043,3544
738156290900254721,2586,680
737826014890496000,5414,1837
737800304142471168,10292,3614
737678689543020544,5175,1388
737445876994609152,10573,4654
737322739594330112,3699,847
737310737551491075,15106,7741
736736130620620800,4411,1808
736392552031657984,18242,7730
736365877722001409,4099,1301
736225175608430592,8345,2890
736010884653420544,8115,3108
735991953473572864,3696,1193
735648611367784448,4125,1147
735635087207878657,6349,2443
735274964362878976,13369,5286
735256018284875776,3427,922
735137028879360001,3210,1005
734912297295085568,2822,543
734787690684657664,12920,6557
734776360183431168,2584,565
734559631394082816,1530,414
733828123016450049,3676,815
733822306246479872,3765,1054
733482008106668032,3232,983
733460102733135873,4327,1338
733109485275860992,50632,17509
732732193018155009,2509,556
732726085725589504,3638,921
